"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc"
"205","estowqx","batch_51793","2019-07-01","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",90.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"206","estowqx","batch_51771","2019-01-30","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",55.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"207","estowqx","batch_51772","2019-07-17","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",55.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"208","estowqx","batch_51773","2019-07-10","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",56.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"209","estowqx","batch_51877","2019-06-19","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",613.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"210","estowqx","batch_51787","2019-07-21","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",81.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"211","estowqx","batch_51752","2019-12-10","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",29.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"212","estowqx","batch_51782","2019-11-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",73.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"213","estowqx","batch_51865","2019-09-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",344.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"214","estowqx","batch_51797","2019-06-30","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",93.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"215","estowqx","batch_51745","2019-02-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",21.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"216","estowqx","batch_51872","2019-06-17","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",524.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"217","estowqx","batch_51880","2019-08-11","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",816.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"218","estowqx","batch_51785","2019-07-14","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",77.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"219","estowqx","batch_51757","2019-06-09","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",35,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"220","estowqx","batch_51875","2019-08-04","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",613.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"221","estowqx","batch_113249","2019-08-27","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",648.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"222","estowqx","batch_113216","2019-11-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",39.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"223","estowqx","batch_113182","2019-12-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",10.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"224","estowqx","batch_113247","2019-08-04","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",201.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"225","estowqx","batch_113229","2019-10-16","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",95.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"226","estowqx","batch_113213","2019-04-21","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",34.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"227","estowqx","batch_113236","2019-08-11","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",137.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"228","estowqx","batch_113225","2019-08-20","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"229","estowqx","batch_113195","2019-08-13","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",18.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"230","estowqx","batch_113198","2019-07-21","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",20.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"231","estowqx","batch_113205","2019-02-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",27.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"232","estowqx","batch_137462","2019-04-21","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",81.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"233","estowqx","batch_137463","2019-06-12","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",83.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"234","estowqx","batch_137443","2019-01-30","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",8.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"235","estowqx","batch_137456","2019-10-16","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",69.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"236","estowqx","batch_137461","2019-12-10","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",78.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"237","estowqx","batch_137475","2019-11-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",145,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"238","estowqx","batch_137484","2019-09-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",261.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"239","estowqx","batch_137448","2019-02-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",37.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"240","estowqx","batch_137454","2019-07-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",57.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"241","estowqx","batch_137446","2019-03-17","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",29.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"242","estowqx","batch_137468","2019-08-14","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",122.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"243","estowqx","batch_141731","2020-07-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",648.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"244","estowqx","batch_141698","2020-08-19","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",27.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"245","estowqx","batch_141701","2020-10-14","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",34.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"246","estowqx","batch_141696","2020-02-26","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",26.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
