"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc"
"223","shopaitrwqx","batch2_221441","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",180,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"224","shopaitrwqx","batch2_221432","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",180,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"225","shopaitrwqx","batch_144532","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",62,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"226","shopaitrwqx","batch_144519","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",62,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"227","shopaitrwqx","batch_144509","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"228","shopaitrwqx","batch_144522","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"229","shopaitrwqx","batch_144539","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",160,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"230","shopaitrwqx","batch_144535","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",18,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"231","shopaitrwqx","batch_144545","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",160,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"232","shopaitrwqx","batch_144541","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",18,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"233","shopaitrwqx","batch_150225","2008-06-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",12,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"234","shopaitrwqx","batch_150224","2008-06-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",12,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"235","shopaitrwqx","batch_139245","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",380,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"236","shopaitrwqx","batch_139237","2008-11-04","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"237","shopaitrwqx","batch_139234","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",6,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"238","shopaitrwqx","batch_139231","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",380,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"239","shopaitrwqx","batch_139220","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",6,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"240","shopaitrwqx","batch_139223","2008-11-04","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"241","shopaitrwqx","batch_137095","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",140,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"242","shopaitrwqx","batch_137093","2008-12-02","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",100,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"243","shopaitrwqx","batch_137098","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"244","shopaitrwqx","batch_137087","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"245","shopaitrwqx","batch_137104","2008-12-02","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",100,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"246","shopaitrwqx","batch_137106","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",140,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"247","shopaitrwqx","batch2_154328","2008-06-22","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"248","shopaitrwqx","batch2_154329","2008-06-22","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"249","shopaitrwqx","batch_144593","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",36,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"250","shopaitrwqx","batch_144587","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",160,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"251","shopaitrwqx","batch_144583","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",36,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"252","shopaitrwqx","batch_144598","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",160,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"253","shopaitrwqx","batch_115566","2008-05-06","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","canal","canal","surfacewater","canal",96,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"254","shopaitrwqx","batch_115560","2008-05-06","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","canal","canal","surfacewater","canal",96,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"255","shopaitrwqx","batch_144553","2008-11-04","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"256","shopaitrwqx","batch_144557","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",68,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"257","shopaitrwqx","batch_144576","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",240,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"258","shopaitrwqx","batch_144572","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",68,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"259","shopaitrwqx","batch_144561","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",240,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"260","shopaitrwqx","batch_144568","2008-11-04","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"261","shopaitrwqx","batch2_247620","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",540,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
