"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"1914","nars","nars_5800","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2727,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1915","nars","nars_1895","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,173,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1916","nars","nars_5802","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,459,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1917","nars","nars_1740","2015-09-02","az","Mountain","SOUTHERN SEMIARID HIGHLANDS","WESTERN SIERRA MADRE PIEDMONT","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,590,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1918","nars","nars_491","2015-09-02","az","Mountain","SOUTHERN SEMIARID HIGHLANDS","WESTERN SIERRA MADRE PIEDMONT","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1919","nars","nars_470","2013-07-10","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,469.0368362,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1920","nars","nars_1388","2014-05-07","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,691.5891732,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1921","nars","nars_469","2014-05-08","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,914.9509549,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1922","nars","nars_1737","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,636,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1923","nars","nars_1739","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,177,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1924","nars","nars_1738","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,408,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1925","nars","nars_5111","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,703,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1926","nars","nars_1387","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,143,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1927","nars","nars_5113","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,811,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1928","nars","nars_1389","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1764,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1929","nars","nars_471","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,505,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1930","nars","nars_1021","2014-04-28","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Colorado","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1028.813892,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1931","nars","nars_1022","2014-05-28","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Colorado","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,250.0125558,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1932","nars","nars_1019","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Colorado","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1933","nars","nars_1020","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Colorado","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,256,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1934","nars","nars_1024","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Colorado","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1935","nars","nars_1023","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Colorado","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,306,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1936","nars","nars_5889","2014-05-26","nv","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Colorado","Mojave Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,19.20190485,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1937","nars","nars_1211","2015-09-02","nv","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Colorado","Mojave Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,248,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1938","nars","nars_6615","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Colorado","Mojave Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,298,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1939","nars","nars_5880","2014-05-14","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1359.838188,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1940","nars","nars_5881","2014-06-17","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,841.5754194,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1941","nars","nars_5882","2014-05-14","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1392.984995,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1942","nars","nars_6120","2014-09-03","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,408.1076589,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1943","nars","nars_4626","2014-05-15","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,875.326831,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1944","nars","nars_5296","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1945","nars","nars_5297","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,192,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1946","nars","nars_5202","2013-05-20","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,3267.265109,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1947","nars","nars_5201","2013-05-06","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,711.8386706,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1948","nars","nars_929","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,3858,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1949","nars","nars_5203","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2412,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1950","nars","nars_5204","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1850,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1951","nars","nars_5200","2015-09-02","az","Mountain","SOUTHERN SEMIARID HIGHLANDS","WESTERN SIERRA MADRE PIEDMONT","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,35473,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1952","nars","nars_5688","2013-05-08","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,206.7253981,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1953","nars","nars_8","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1281,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1954","nars","nars_5206","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,10635,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1955","nars","nars_6599","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1956","nars","nars_1673","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,305,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1957","nars","nars_6600","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
